"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/VehicleAdv/Materials/Fixed_Template_Master.Fixed_Template_Master","0","0","33","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Body.M_Hatchback_Body","0","33","1","1","33.673656","0","99"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Body.M_BoxTruck_Body","0","33","5","1","32.900925","0","246"
"/Game/Cars/Materials/BoxTruck/M_BoxTruck_Interior.M_BoxTruck_Interior","0","0","33","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Chassis.M_BoxTruck_Chassis","0","33","9","1","29.226608","0","156"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Box.M_BoxTruck_Box","0","33","2","1","29.930555","0","182"
"/Game/Cars/Materials/Masters/M_Glass.M_Glass","0","0","148","2","0.000000","0","0"
"/Game/Cars/Materials/SUV/M_SUV_Under.M_SUV_Under","0","0","33","1","0.000000","0","0"
"/Game/Cars/Materials/SUV/M_SUV_Interior.M_SUV_Interior","0","0","33","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Body.M_SUV_Body","0","33","5","1","29.341364","0","142"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Body.M_SportsCar_Body","0","57","2","1","50.077053","0","424"
"/Game/Cars/Materials/SportsCar/M_SportsCar_Under.M_SportsCar_Under","0","0","33","1","0.000000","0","0"
"/Game/Cars/Materials/SportsCar/M_SportsCar_Interior.M_SportsCar_Interior","0","0","33","1","0.000000","0","0"
"/Game/Cars/Materials/Pickup/M_Pickup_Under.M_Pickup_Under","0","0","33","1","0.000000","0","0"
"/Game/Cars/Materials/Pickup/M_Pickup_Interior.M_Pickup_Interior","0","0","83","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Body.M_Pickup_Body","0","33","5","1","28.963446","0","103"
"/Game/Cars/Materials/Hatchback/M_Hatchback_Under.M_Hatchback_Under","0","0","33","1","0.000000","0","0"
"/Game/Cars/Materials/Hatchback/M_Hatchback_Interior.M_Hatchback_Interior","0","0","33","1","0.000000","0","0"
"/Game/CarSelection/Ground.Ground","0","12","12","1","10.874068","0","19"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Projectiles/SunPMaterial.SunPMaterial","0","12","3","1","10.637676","0","35"
"/Game/PickUps/Materials/Scifi_Missile.Scifi_Missile","0","12","1","1","10.534536","0","44"
"/Game/PickUps/Materials/Rocket.Rocket","0","12","12","1","10.579171","0","15"
"/Game/Effects/Eksplosion_Mat.Eksplosion_Mat","0","84","2","1","86.352745","0","532"
"/Game/Projectiles/TestMaterial.TestMaterial","0","12","8","1","11.162002","0","33"
"/Game/PickUps/Materials/Sun.Sun","0","12","1","1","10.982455","0","35"
"/Game/PickUps/Materials/initialShadingGroup.initialShadingGroup","0","12","3","1","10.898774","0","35"
"/Game/PickUps/Materials/Gold.Gold","0","12","4","1","13.185541","0","29"
"/Game/PickUps/M_Medieval_Shield.M_Medieval_Shield","0","12","5","1","10.931331","0","35"
"/Game/PickUps/Shield.Shield","0","12","4","1","10.169077","0","42"
"/Game/PickUps/Materials/Standardmaterial.Standardmaterial","0","12","12","1","14.285910","0","18"
"/Game/PickUps/Materials/Ram/RamMaterieal.RamMaterieal","0","12","12","1","16.242268","0","19"
"/Game/PickUps/Materials/Metal.Metal","0","12","3","1","21.313541","0","34"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/VehicleAdv/Materials/Landscape.Landscape","0","0","67","2","0.000000","0","0"
"/Game/VehicleAdv/Materials/MasterGrid.MasterGrid","0","0","21","1","0.000000","0","0"
"/Game/VehicleAdv/Materials/MasterSolidColor.MasterSolidColor","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","45","12","1","33.449860","0","192"
